date,ticker,close,ret1,fwd1,fwd5
2011-01-03,DIA,116.41,,0.001975775277038183,-0.0018039687312085828
2011-01-04,DIA,116.64,0.001975775277038183,0.003429355281207247,-0.0007716049382716639
2011-01-05,DIA,117.04,0.003429355281207247,-0.0022214627477785687,0.0030758714969241208
2011-01-06,DIA,116.78,-0.0022214627477785687,-0.0017982531255352763,0.0035965062510703305
2011-01-07,DIA,116.57,-0.0017982531255352763,-0.003174058505618804,0.009607960881873545
2011-01-10,DIA,116.2,-0.003174058505618804,0.003012048192771122,0.01746987951807233
2011-01-11,DIA,116.55,0.003012048192771122,0.007293007293007303,0.013813813813813747
2011-01-12,DIA,117.4,0.007293007293007303,-0.0017035775127768327,0.006132879045996686
2011-01-13,DIA,117.2,-0.0017035775127768327,0.004180887372013498,0.010750853242320835
2011-01-14,DIA,117.69,0.004180887372013498,0.004588325261279724,0.015889200441838724
2011-01-18,DIA,118.23,0.004588325261279724,-0.000592066311426942,0.010657193605683846
2011-01-19,DIA,118.16,-0.000592066311426942,-0.00033852403520640006,0.012271496276235583
2011-01-20,DIA,118.12,-0.00033852403520640006,0.0028784287165593003,0.012868269556383316
2011-01-21,DIA,118.46,0.0028784287165593003,0.009285834880972565,-0.0037143339523889596
2011-01-24,DIA,119.56,0.009285834880972565,-0.0005854800936768711,-0.008029441284710725
2011-01-25,DIA,119.49,-0.0005854800936768711,0.0010042681395932007,0.005021340697966448
2011-01-26,DIA,119.61,0.0010042681395932007,0.0002508151492350841,0.004096647437505263
2011-01-27,DIA,119.64,0.0002508151492350841,-0.013540621865596791,0.006101638248077634
2011-01-28,DIA,118.02,-0.013540621865596791,0.004914421284528014,0.02262328418912052
2011-01-31,DIA,118.6,0.004914421284528014,0.012563237774030345,0.02318718381112994
2011-02-01,DIA,120.09,0.012563237774030345,8.327088017323625e-05,0.01707053043550677
2011-02-02,DIA,120.1,8.327088017323625e-05,0.002248126561199104,0.018151540383014142
2011-02-03,DIA,120.37,0.002248126561199104,0.0026584697183682504,0.014953892165822102
2011-02-04,DIA,120.69,0.0026584697183682504,0.005468555804126307,0.01623995360013253
2011-02-07,DIA,121.35,0.005468555804126307,0.0065100947672023235,0.010383189122373349
2011-02-08,DIA,122.14,0.0065100947672023235,0.0011462256427050566,0.0004912395611593734
2011-02-09,DIA,122.28,0.0011462256427050566,-0.0008995747464835002,0.004906771344455274
2011-02-10,DIA,122.17,-0.0008995747464835002,0.003928951461078967,0.008103462388475036
2011-02-11,DIA,122.65,0.003928951461078967,-0.00032613126783531676,0.0077456176110883845
2011-02-14,DIA,122.61,-0.00032613126783531676,-0.0033439360574177845,-0.005872277954489857
2011-02-15,DIA,122.2,-0.0033439360574177845,0.005564648117839521,-0.01104746317512284
2011-02-16,DIA,122.88,0.005564648117839521,0.0022786458333332593,-0.02001953125
2011-02-17,DIA,123.16,0.0022786458333332593,0.003572588502760654,-0.016401429035401094
2011-02-18,DIA,123.6,0.003572588502760654,-0.01383495145631064,-0.01173139158576042
2011-02-22,DIA,121.89,-0.01383495145631064,-0.0085322832061695,-0.012470260070555406
2011-02-23,DIA,120.85,-0.0085322832061695,-0.0035581299131153266,-0.003309888291270102
2011-02-24,DIA,120.42,-0.0035581299131153266,0.005979073243647326,0.01611028068427167
2011-02-25,DIA,121.14,0.005979073243647326,0.008337460789169526,0.002724120851906875
2011-02-28,DIA,122.15,0.008337460789169526,-0.014572247237003677,-0.011788784281621001
2011-03-01,DIA,120.37,-0.014572247237003677,0.0006646174295921181,0.013458502949239781
2011-03-02,DIA,120.45,0.0006646174295921181,0.015857202158571893,0.012951432129514329
2011-03-03,DIA,122.36,0.015857202158571893,-0.007273618829682915,-0.02149395227198425
2011-03-04,DIA,121.47,-0.007273618829682915,-0.006256688894377249,-0.008644109656705368
2011-03-07,DIA,120.71,-0.006256688894377249,0.010603926766630689,-0.007124513296330015
2011-03-08,DIA,121.99,0.010603926766630689,0.00016394786457918364,-0.02918271989507326
2011-03-09,DIA,122.01,0.00016394786457918364,-0.01868699286943698,-0.04794688959921323
2011-03-10,DIA,119.73,-0.01868699286943698,0.005762966675018744,-0.017038336256577358
2011-03-11,DIA,120.42,0.005762966675018744,-0.004733432984554087,-0.017854177047002207
2011-03-14,DIA,119.85,-0.004733432984554087,-0.011848143512724119,0.001835627868168599
2011-03-15,DIA,118.43,-0.011848143512724119,-0.019167440682259618,0.012581271637253977
2011-03-16,DIA,116.16,-0.019167440682259618,0.013171487603305776,0.03848140495867769
2011-03-17,DIA,117.69,0.013171487603305776,0.004928201206559679,0.03203330784263736
2011-03-18,DIA,118.27,0.004928201206559679,0.015219413207068655,0.03119979707449061
2011-03-21,DIA,120.07,0.015219413207068655,-0.0012492712584325494,0.014075122845007115
2011-03-22,DIA,119.92,-0.0012492712584325494,0.005920613742494973,0.02159773182121416
2011-03-23,DIA,120.63,0.005920613742494973,0.006880543811655482,0.021387714498880772
2011-03-24,DIA,121.46,0.006880543811655482,0.004116581590647206,0.012843734562818954
2011-03-25,DIA,121.96,0.004116581590647206,-0.0016398819285010635,0.012299114463758531
2011-03-28,DIA,121.76,-0.0016398819285010635,0.0061596583442837805,0.016425755584756896
2011-03-29,DIA,122.51,0.0061596583442837805,0.005713819280058763,0.009305362827524366
2011-03-30,DIA,123.21,0.005713819280058763,-0.0015420826231636875,0.007791575359143099
2011-03-31,DIA,123.02,-0.0015420826231636875,0.0035766542025685855,0.007234596000650351
2011-04-01,DIA,123.46,0.0035766542025685855,0.0024299368216427197,0.0015389599870403448
2011-04-04,DIA,123.76,0.0024299368216427197,-0.0008888170652876504,-0.0009696186166774368
2011-04-05,DIA,123.65,-0.0008888170652876504,0.004205418520016213,-0.009623938536190924
2011-04-06,DIA,124.17,0.004205418520016213,-0.0020939035193686673,-0.013046629620681371
2011-04-07,DIA,123.91,-0.0020939035193686673,-0.0020982971511580573,-0.009603744653377433
2011-04-08,DIA,123.65,-0.0020982971511580573,-8.087343307727757e-05,-0.0037201779215528807
2011-04-11,DIA,123.64,-8.087343307727757e-05,-0.009543836945972273,-0.01536719508249762
2011-04-12,DIA,122.46,-0.009543836945972273,0.0007349338559530239,-0.000571615221296673
2011-04-13,DIA,122.55,0.0007349338559530239,0.0013871889024887896,0.014606283149734889
2011-04-14,DIA,122.72,0.0013871889024887896,0.0038298565840939602,0.01686766623207303
2011-04-15,DIA,123.19,0.0038298565840939602,-0.011770435912005883,0.011039857131260655
2011-04-18,DIA,121.74,-0.011770435912005883,0.005339247576803041,0.032528339083292224
2011-04-19,DIA,122.39,0.005339247576803041,0.015932674238091415,0.03513358934553468
2011-04-20,DIA,124.34,0.015932674238091415,0.003619108894965528,0.02477078976998559
2011-04-21,DIA,124.79,0.003619108894965528,-0.0019232310281273035,0.026043753505889722
2011-04-25,DIA,124.55,-0.0019232310281273035,0.009233239662786108,0.026415094339622636
2011-04-26,DIA,125.7,0.009233239662786108,0.007875894988066845,0.016865552903738923
2011-04-27,DIA,126.69,0.007875894988066845,0.005762096455915966,0.002210119188570614
2011-04-28,DIA,127.42,0.005762096455915966,0.004865798147857481,-0.013969549521268276
2011-04-29,DIA,128.04,0.004865798147857481,-0.0015620118712901254,-0.013823805060918404
